0.09411,-0.18059,0.071659
0.053591,-0.10203,0.037647
0.12785,-0.24062,0.080065
0.20906,-0.39353,0.13007
0.053271,-0.071724,-0.060345
0.022431,-0.0010277,-0.12319
0.20189,-0.3532,0.02893
-0.042213,0.14467,-0.25022
-0.11569,0.29952,-0.35502
0.13912,-0.20601,-0.12428
0.13498,-0.19221,-0.15653
-0.043657,0.17349,-0.36812
0.11195,-0.13508,-0.23608
0.071755,-0.049167,-0.30493
0.14717,-0.19738,-0.25391
0.13643,-0.17225,-0.28988
-0.079174,0.26674,-0.53731
-0.064874,0.2413,-0.55063
0.038343,0.035068,-0.46909
-0.071281,0.25924,-0.60741
-0.00046617,0.11745,-0.55828
-0.004661,0.12728,-0.58657
0.062208,-0.0090623,-0.53444
-0.021572,0.16301,-0.65068
-0.10297,0.32862,-0.7581
0.089197,-0.083853,-0.49462
0.045931,0.011278,-0.59384
0.11212,-0.17262,-0.34322
-0.050993,0.22002,-0.79147
0.048904,-0.017488,-0.57217
0.047053,-0.017307,-0.58866
0.085252,-0.10876,-0.50854
-0.035078,0.16307,-0.78763
-0.025195,0.13622,-0.78072
0.02145,0.027433,-0.7034
0.012275,0.04197,-0.73187
0.052463,-0.055515,-0.66215
0.038689,-0.02189,-0.72888
-0.059202,0.19179,-0.93119
-0.09031,0.26164,-1.032
-0.10946,0.29828,-1.0714
-0.039566,0.13252,-0.94743
-0.068424,0.19337,-1.0237
0.0032865,0.023121,-0.89749
-0.08056,0.2125,-1.0971
0.0094271,0.000895,-0.93544
0.0050793,-0.0022991,-0.95829
-0.044116,0.11294,-1.1007
-0.060084,0.14402,-1.1538
-0.02903,0.064181,-1.1097
-0.15395,0.35873,-1.4268
0.031799,-0.097011,-1.0175
0.026456,-0.088947,-1.0671
0.038074,-0.12755,-1.0452
-0.0011272,-0.041612,-1.1547
0.0030424,-0.060682,-1.166
0.0202,-0.11102,-1.1574
0.013993,-0.10655,-1.1833
0.017861,-0.12597,-1.2048
0.026616,-0.15882,-1.1958
0.034266,-0.18963,-1.1987
0.037777,-0.2097,-1.2083
0.044094,-0.2382,-1.211
0.047488,-0.25939,-1.2201
0.051447,-0.28265,-1.2272
0.055676,-0.30739,-1.2328
0.058615,-0.32936,-1.2398
0.061922,-0.35291,-1.2457
0.064438,-0.37504,-1.2522
0.066908,-0.39771,-1.258
0.068671,-0.41923,-1.2672
0.070884,-0.44248,-1.2693
0.072451,-0.46474,-1.2747
0.073721,-0.48691,-1.2799
0.074376,-0.50824,-1.2875
0.075385,-0.531,-1.2897
0.075564,-0.55244,-1.2961
0.073516,-0.5693,-1.3195
0.075787,-0.59686,-1.3024
0.071949,-0.61086,-1.3356
0.074639,-0.6407,-1.3094
0.073639,-0.66255,-1.3126
0.072319,-0.68447,-1.3155
0.070415,-0.70711,-1.3169
0.068172,-0.72958,-1.3182
0.065501,-0.75209,-1.3191
0.062531,-0.77455,-1.3197
0.059351,-0.79683,-1.3202
0.055728,-0.81902,-1.3204
0.046538,-0.81764,-1.4004
0.047619,-0.86293,-1.3204
0.043131,-0.88489,-1.32
0.038278,-0.90662,-1.3194
0.033148,-0.92823,-1.3187
0.02783,-0.94989,-1.3177
0.022163,-0.97136,-1.3166
0.016321,-0.99284,-1.3153
0.010125,-1.0143,-1.3136
0.0039551,-1.0359,-1.3118
-0.0026429,-1.0573,-1.3098
-0.010667,-1.0696,-1.3433
-0.017489,-1.1105,-1.2496
-0.026056,-1.1327,-1.2334
-0.035015,-1.1535,-1.2224
-0.044627,-1.174,-1.2097
-0.054718,-1.194,-1.1969
-0.065471,-1.2138,-1.1815
-0.075701,-1.2595,-1.0712
-0.0836,-1.2879,-1.0508
-0.092632,-1.3135,-1.0352
-0.10269,-1.3415,-0.99566
-0.11356,-1.3655,-0.97099
-0.12535,-1.4062,-0.84357
-0.13727,-1.4175,-0.87999
-0.15025,-1.441,-0.83803
-0.16394,-1.465,-0.78684
-0.17985,-1.5017,-0.64178
-0.19362,-1.5081,-0.69084
-0.21005,-1.5327,-0.60847
-0.22648,-1.5474,-0.58519
-0.24407,-1.565,-0.53355
-0.2626,-1.5708,-0.49937
-0.28171,-1.5707,-0.47395
-0.30127,-1.5708,-0.44683
-0.32136,-1.5707,-0.41831
-0.34198,-1.5707,-0.38786
-0.36316,-1.5708,-0.35551
-0.38493,-1.5708,-0.32124
-0.40734,-1.5707,-0.28492
-0.43042,-1.5708,-0.24604
-0.45417,-1.5708,-0.20443
-0.47869,-1.5708,-0.16009
-0.50405,-1.5708,-0.11248
-0.53068,-1.5708,-0.061658
-0.55835,-1.5708,-0.0067712
-0.58648,-1.5708,0.052807
-0.61512,-1.5708,0.11679
-0.64474,-1.5708,0.18514
-0.68082,-1.5707,0.23174
-0.7139,-1.5708,0.27457
-0.74646,-1.5642,0.31017
-0.78087,-1.5291,0.31878
-0.81446,-1.5178,0.3506
-0.84846,-1.4974,0.37375
-0.88135,-1.4812,0.40006
-0.92019,-1.4382,0.40512
-0.95247,-1.4204,0.42919
-0.99038,-1.3817,0.43772
-1.0258,-1.3481,0.4489
-1.0632,-1.3059,0.45343
